,speed_x_mean,speed_y_mean,speed_z_mean,speed_x_std,speed_y_std,speed_z_std,speed_x_var,speed_y_var,speed_z_var,acceleration_x_mean,acceleration_y_mean,acceleration_z_mean,acceleration_x_std,acceleration_y_std,acceleration_z_std,acceleration_x_var,acceleration_y_var,acceleration_z_var,jerk_x_mean,jerk_y_mean,jerk_z_mean,jerk_x_std,jerk_y_std,jerk_z_std,jerk_x_var,jerk_y_var,jerk_z_var,angle_xy_mean,angle_yz_mean,angle_zx_mean,angle_xy_std,angle_yz_std,angle_zx_std,angle_xy_var,angle_yz_var,angle_zx_var,x_range,y_range,z_range,time_range,label
0,0.5565784187827769,0.552057389422233,0.5148940839111062,0.13092918900941905,0.42269759845268173,0.22811487746746467,0.03372501923981102,0.2780785924223361,0.11795964344836952,0.6346449207543764,0.46626440247463496,0.4507432734432467,0.05253670924915478,0.22914141878854363,0.15450668252615318,0.016637951979084093,0.12386694986511801,0.07573897021031352,0.6857302906543954,0.4527003219376884,0.4205768445148139,0.06059771547032361,0.25505888380601494,0.18081201442008485,0.018703564235337616,0.13753596894939193,0.08859512501888853,0.507757898636271,0.09045216997763321,0.0,0.0001638294602247276,0.0033684733638249106,0.756303881426852,3.75261388181564e-08,1.1778401898908404e-05,0.5720002874334629,0.381102810620026,0.5207790752335554,0.3749574474710589,0.655869274122021,Happy
1,0.7826411449369913,0.7930956900097973,0.5469675051874777,0.1963455548514363,0.6701927230411999,0.28898710786070575,0.061547483515133505,0.5391984921001904,0.16044222266889915,0.6298569858272761,0.5589518313161284,0.4045259960764845,0.28486071091133197,0.7506718551949239,0.3548338489699556,0.1379419191297006,0.639122724833943,0.21679942694636,0.687561694050161,0.41840770920201,0.40396964783148154,0.2931722804274888,0.7736005651808371,0.3680166552595142,0.1406680080436361,0.6652696851736889,0.2232152699111261,0.5070247507862318,0.09543747967345337,0.33020139051632197,0.00016233563431104054,0.0025435784287676636,0.001134379174478824,3.694148350863659e-08,6.7961107002097155e-06,1.3158729448747437e-06,0.41180941164569146,0.49599872532112904,0.3572244196213015,0.5626981866860042,Happy
2,0.6044345550206763,0.6725092801621392,0.5594131859863491,0.1353863921163355,0.8069716461938421,0.40694981043410117,0.0353886175070257,0.7146567872861671,0.2559657307292392,0.5690689369304868,0.6164870257271765,0.4148221897304339,0.10710747344130155,0.8702321006784853,0.34892434340038037,0.038135425917703615,0.8029271324316494,0.21194549439477,0.6759547701364178,0.4414914436723,0.4382511575774324,0.11594512623190008,0.8715954906827826,0.3677483063953832,0.04050936920406645,0.8023716956737599,0.22299106688619894,0.5110869101836463,0.07870023656325228,0.31913632955543136,0.00015558338852437065,0.009340965983251856,0.012684178301542491,3.4354457633123665e-08,8.844384544871167e-05,0.00016120952436470578,0.23981809129362458,0.5345329729663485,0.3767473799254184,0.40645880559321645,Happy
3,0.7936732314053391,0.5943224967321818,0.32948040113313815,0.24877767920590277,0.7793257327753387,0.2897442886877423,0.08912612555413585,0.6774049061234159,0.16099985081903392,0.5693079292740976,0.5198824303679671,0.3757745319260527,0.2107046433903518,0.528090202658624,0.24289632446843404,0.09076360338559222,0.37956099842349905,0.13201278440467248,0.687749960608497,0.4559968278790923,0.4356618268374138,0.2139102942129151,0.5351888118355281,0.2593183863382777,0.0901591205179308,0.3813224257834817,0.13973675206983,0.5099190957712041,0.09110717164107336,0.3505672076275838,0.0002096064107238322,0.004557182273861782,0.07866567151312288,5.7606145341226134e-08,2.135137774891182e-05,0.006190146472671783,0.5533777356132911,0.773047291239639,0.46351517504164863,0.5627606984106789,Happy
4,0.6124865132892985,0.6554413509321924,0.4753002424937691,0.27408808836303566,0.7501632722058919,0.41697061879277875,0.10412002013674403,0.6390913447656839,0.2648826877609088,0.5256443022019249,0.5294459829719109,0.35500768408111355,0.1998073237725917,0.6682530527968077,0.3766695269708064,0.08449914015471627,0.5361257295989527,0.2351000489637213,0.6983262147302194,0.4429855494105125,0.4427069573497569,0.20887996995594293,0.6908158464353819,0.39141723654460414,0.08726565179091895,0.5587046356906601,0.24311107171187515,0.5137631955707588,0.09167336069993208,0.31510475461622406,0.00013585639741056104,0.00032191315139736487,0.01764984459982106,2.7318666256980655e-08,1.4501878210068804e-07,0.00031196163560816693,0.44250171299513635,0.49035727588185024,0.3541362759746557,0.4064388030337235,Happy
5,0.6401977984447798,0.5297365537587327,0.6221009165107677,0.2513131431355301,0.9017221307513401,0.4592053252379313,0.09057880555757925,0.8492026179902071,0.30384569504869113,0.5321701642270574,0.622081626451347,0.37926643978921926,0.20506431436276512,0.6101153712183137,0.4118023241515975,0.08749980393686274,0.4683425994506491,0.2657518797953342,0.6636419007221136,0.4790612857514247,0.4462091037946937,0.21417839854665432,0.6201918791360288,0.4265426240520173,0.09031438096145833,0.4744949239162139,0.2742554984899367,0.5136931197792596,0.09391044429420017,0.30939130754000965,0.00015159947985682898,0.0015604641480342597,0.018658244218219776,3.287084938443532e-08,2.6354399500390906e-06,0.00034859961885106946,0.3786460275276681,0.5624290603052391,0.3926354944810278,0.37519505849138907,Happy
6,0.5869176584620798,0.5745377863601925,0.5995645985597882,0.24423790655301283,0.9165507816227296,0.3644991644022719,0.08655252698117284,0.8712223144616058,0.21958477222954986,0.46103061605349127,0.6138935782418833,0.40217226506919046,0.08320986017382265,0.5805059503840018,0.18369751637861706,0.028192609762269668,0.4353692548988167,0.09328153769075419,0.6596359907303707,0.4621262732075373,0.4611155789866567,0.08895582982799335,0.5841684305513835,0.19134869426308107,0.029312843387531384,0.4339180104367346,0.0950131833332908,0.5143829540798559,0.07893535060667992,0.38894429799788266,0.00015052252776350935,0.015836077698650315,0.10630754739228938,3.2475242195253154e-08,0.00025278591658577337,0.011303730957225686,0.33612547637478485,0.5945590705590494,0.3223688396922564,0.37513753995406923,Happy
7,0.5647506664468813,0.49624225070069083,0.5275787025339678,0.27803397717672557,0.9105204288623617,0.46403410635983455,0.10655618423805988,0.8622361426124805,0.30844259015475617,0.4997704071956625,0.5847921030986374,0.3891785709179585,0.23345753605035557,0.7159925893223036,0.3565040497052324,0.10439557139801516,0.5947980786047793,0.21817892487522636,0.7117071780454638,0.4331166070664456,0.4262383411013915,0.2404271157667488,0.7271390282884007,0.37284807036993484,0.10602737480540383,0.6044179870995103,0.22726721305991834,0.5149132508138403,0.0920111879449147,0.2368392118887051,0.00017279092800193328,0.00045254882080254013,0.1493942531679034,4.1127177080722917e-08,2.6298031049327827e-07,0.02232190158556779,0.31086964177300236,0.6906399070828032,0.35507502312280825,0.3749524790161674,Happy
8,0.5922462656633143,0.6147486258787296,0.4790139493855333,0.24597077200267484,0.8781121945565847,0.4171151753798559,0.08753073381567646,0.8146810578949202,0.26501223988987826,0.5454474699446367,0.509783001160046,0.33846691920521355,0.22600466106574857,0.5443079416817411,0.3680803781725606,0.09984808391777684,0.3964785190036214,0.22783282518930892,0.6919708424263598,0.46076197165242,0.42314814360454706,0.23759157884172002,0.5576451139717257,0.38793039951283176,0.10428110849763758,0.40506817972251175,0.24010323945676978,0.5144309506679376,0.08568521165950946,0.3198752283902305,0.00016742052604994383,0.005111679810459809,0.009750961426064556,3.894987329353068e-08,2.678336710767839e-05,9.532886252984303e-05,0.38297050388302883,0.6339311570382159,0.35619004551488465,0.40642565679119536,Happy
9,0.6905547025332125,0.5345256640898862,0.5583503845447395,0.055142327252670285,0.06669304181065877,0.40862300115864464,0.010633644731544167,0.029804009982651286,0.2574458717007178,0.5984666115701138,0.42901357589985534,0.4322430700230458,0.008191359491889165,0.03235416350753135,0.2845326683077546,0.0023321634459125165,0.013695034889374607,0.1617851471726261,0.6844560086772338,0.4633707722841627,0.4388173485147058,0.011018285069475215,0.05473457300833607,0.3052240333206438,0.0029987757013155464,0.022732680456924385,0.17319692116305838,0.5133378728736369,0.0918364635430678,0.3164608311166936,6.24882403747338e-05,0.0009325253411621783,0.00016109011596726218,7.981091862435153e-09,9.89431811131193e-07,3.0080328344773334e-08,0.24972449970335334,0.2576528438386072,0.6087759447494151,0.7495423930102293,Happy
