time,x,y,z,qx,qy,qz,qw
1658415966.669636,0.4678237234502155,0.040007064884044284,0.5977630499366269,0.45526851939202573,0.5728115960563427,0.5211307338873631,0.43936341321506966
1658415966.6800725,0.46770866911863734,0.04028691816900579,0.5979579899961949,0.4551675842842333,0.5728306859057429,0.5211979920912461,0.43936332179833215
1658415966.6979725,0.46757281996067135,0.04055839114611079,0.5981571295288555,0.4550836931778577,0.5728483787657838,0.5212540301641108,0.43936067551237085
1658415966.7009213,0.46744758595259195,0.040844992086394756,0.598337120694411,0.4550220561892433,0.5728670976883915,0.5212887121390591,0.4393589595806519
1658415966.716753,0.46726507634674497,0.041191271933037114,0.5985938010377545,0.4549038645760024,0.5728775373658991,0.521321551857357,0.43942876640524803
1658415966.7215447,0.4671545715265887,0.041441186006368855,0.5987467666815937,0.4548423883819845,0.5728861899789336,0.5213860317807552,0.4394046209660411
1658415966.729053,0.46699296821441005,0.04178708272604397,0.5989568188693045,0.4547383762583374,0.5729068909379712,0.5214170084167506,0.4394485257768472
1658415966.7492354,0.4668606986455962,0.04208897209695393,0.5991352881417195,0.45467800499967126,0.5729127217766622,0.5214599718337554,0.43945241240789035
1658415966.7514012,0.4667309203845976,0.04244760528719481,0.5992807265780093,0.45462218686544703,0.5729562186084766,0.5215331366821002,0.43936661924875886
1658415966.7627769,0.46658739709609437,0.04276135145194922,0.5994547881939165,0.4545574812638769,0.5729653559212365,0.521574354527938,0.4393727231404512
1658415966.7702246,0.46644720701891296,0.0431262465584547,0.599608870580516,0.4544785644052885,0.5729968478612619,0.5216522457193006,0.4393208182788246
1658415966.7802448,0.4663138190502729,0.04344700424190075,0.599732709140965,0.45446201345497755,0.5730107525485313,0.5217047186873037,0.43925748973650386
1658415966.7909162,0.4661659825611073,0.04377834568158001,0.5998945115095666,0.45437784086601624,0.5730260722114859,0.5217549171348339,0.4392649596102979
1658415966.8018417,0.46603740964778995,0.04413008950215681,0.6000109643680832,0.4543049515479743,0.5730695730574836,0.521811895678573,0.43921591610851274
1658415966.8129592,0.465920231516818,0.04439732383813751,0.6001231176421408,0.4542230438008419,0.5730909889323613,0.5218565489569664,0.4392196343465894
1658415966.8206549,0.4657605489893305,0.04475597818951456,0.600258041766959,0.45416374140666105,0.57310989692827,0.5218780853578582,0.4392306979909161
1658415966.8300695,0.46562825209281694,0.04510002624747654,0.6003606065808667,0.4540934151402733,0.5731429822264611,0.5219559531461415,0.4391677074035661
1658415966.8395846,0.4655403123839644,0.045323855581331285,0.600415990522727,0.45407117270115077,0.5731575276858355,0.5219863255235413,0.439135622040952
1658415966.8510776,0.4654164403558569,0.04561805862257174,0.6005062147987218,0.45400212243306176,0.5731797114670418,0.5220041073341349,0.4391569231096405
1658415966.8605099,0.46526525972207144,0.046001219530802516,0.6005804677464132,0.4539407970695853,0.5732319445799094,0.5220554375187458,0.439091118819404
1658415966.8704817,0.46514198596688683,0.04630974869529035,0.6006451443525773,0.45391581816909227,0.5732458466738715,0.5221078793425991,0.43903643540760184
1658415966.882459,0.46504288428215396,0.04658267284296366,0.6006944118568494,0.4538839773034004,0.5732691578242068,0.5221307964961721,0.4390116617870689
1658415966.890357,0.46472585602998745,0.04722630281937465,0.6009037822607765,0.4536334771026587,0.5733410637483259,0.5221920932611382,0.4391037585892886
1658415966.9002578,0.46411272125187786,0.04864613436600555,0.6011866841698668,0.453279276238307,0.5735217326950158,0.5223541614945895,0.43904082934126715
1658415966.9111407,0.46349808833671313,0.050232706115795486,0.6013004649691255,0.4532227256395923,0.5736265306081476,0.5225093544990147,0.43877755048236167
1658415966.9195104,0.46264436462577657,0.052037499229082344,0.6017038751689017,0.4528154562611662,0.5737296297825955,0.5226104219728815,0.4389428451698971
1658415966.9318297,0.46168781043620183,0.05431684939862132,0.6020958137912926,0.4520449331453907,0.5740881444116509,0.5230189423785507,0.4387816846414499
1658415966.9415112,0.4606947377021292,0.056546271791685844,0.6024315252171898,0.45136479117799894,0.5744187266805891,0.5233711354991213,0.43862923551657207
1658415966.952096,0.4597438982117831,0.05847441587820955,0.6028182265720043,0.45076765729348545,0.5745790407060255,0.5235513325120771,0.43881823953012095
1658415966.9625669,0.4588438002618146,0.060413286448287716,0.6030804819355069,0.4502770526855829,0.5747702121044544,0.5237745379721714,0.4388052101721486
1658415966.9700384,0.4579967253014219,0.062358940592424236,0.6032411266972066,0.4497297459778174,0.575046903546136,0.5240371064801752,0.43869046643004916
1658415966.98076,0.45736865104215085,0.06396557223930702,0.6031263926973012,0.44967325972575284,0.5751887259743845,0.5241455737441338,0.43843278449953144
1658415966.9945447,0.4568662554233326,0.06512518151376698,0.6030734118611868,0.4496066760121571,0.5752585394141917,0.5241682375466029,0.43838237699939325
1658415966.9990458,0.45619405777758226,0.06680947832830936,0.6030104105262832,0.4492923926024298,0.5754637275196934,0.5243811342673663,0.43818063659088613
1658415967.011679,0.4553465605784702,0.06874026212523014,0.60294658995834,0.44892992286999994,0.5756611322712253,0.524525517007964,0.43812003737751426
1658415967.0212495,0.4546580093343816,0.07031517371949374,0.602874275159856,0.4486276659083333,0.575802959087576,0.5246272014542767,0.43812152330362153
1658415967.0301545,0.4539478680913409,0.07205550616133127,0.6027649692669311,0.4481475386169683,0.5760924352869419,0.5248909914920381,0.4379163580950347
1658415967.0397205,0.4531916607220349,0.07384482371457662,0.6026918460007203,0.44760888736906657,0.5763670581741885,0.5251241050290668,0.43782641824960666
