time,x,y,z,qx,qy,qz,qw
1658412756.5684745,0.5383134841861705,0.061532424104856286,0.5264186858619998,0.3531357398557205,0.622634985779694,0.6172042676332741,0.3266186089844651
1658412756.5792396,0.5383137059844464,0.06157267175913313,0.5264109495989295,0.35310754873934924,0.6226492902240669,0.617226319198556,0.3265801452865069
1658412756.588723,0.5383264972268768,0.06153785143826181,0.5264093499690766,0.3531396190945485,0.6226348501266853,0.617220380824252,0.326584222412294
1658412756.5998673,0.5383106139362863,0.06157801658544868,0.5264422434568568,0.3530699748233334,0.6226559169410895,0.6172153829851373,0.3266287999901599
1658412756.6097481,0.538318543785837,0.061543921584571254,0.5264451110413414,0.35310362049303534,0.6226401451257503,0.6172080430290188,0.3266363643147895
1658412756.6187606,0.5383260995026282,0.06153937871372258,0.5264404395897901,0.35314784833590146,0.6226272656639296,0.617212809007642,0.3266040931532821
1658412756.6284952,0.5383122031214764,0.061557722959245456,0.5264646802870941,0.35308111701072215,0.622649173468322,0.6172160516800794,0.32662834711354977
1658412756.6450546,0.5383264593339953,0.0615600561025726,0.5264491968742236,0.35310314884353894,0.6226497044665465,0.6172217972077562,0.32659265891340405
1658412756.6482797,0.5383186075485026,0.06157802255404758,0.5264740681755969,0.3531028537443519,0.6226443001008848,0.617225402543173,0.32659646765525807
1658412756.6594932,0.538318986376143,0.06155529427028259,0.526490832719955,0.3531132815328339,0.622631793837846,0.617208968695305,0.3266400904198041
1658412756.6687117,0.5383057958093995,0.0615646973461755,0.5265174117591166,0.3530775769005248,0.622640001901992,0.617205701563325,0.32666921293452983
1658412756.6787536,0.538298216108494,0.06157846666530955,0.5265265007157857,0.3530303008993733,0.6226594010212485,0.6172087748039543,0.32667752489536156
1658412756.688968,0.5383062883250992,0.06157593895400366,0.5265255143500905,0.35306886135774324,0.6226444275791551,0.617225194920185,0.32663336433976325
1658412756.7056658,0.5382981147281573,0.061596364599483734,0.526546428504296,0.35303394681497147,0.6226557040407869,0.6172245591325877,0.326650807783019
1658412756.7117229,0.5383058317713074,0.06157704007664333,0.5265516171754153,0.35305682341840583,0.6226451600343664,0.6172081642746072,0.326677158791753
1658412756.718937,0.5383110614077924,0.06157600385597115,0.5265451850871856,0.35305840008020806,0.6226459915781402,0.617215610825273,0.3266598001867743
1658412756.728866,0.5383011042649732,0.06159922260836287,0.5265547341751755,0.3530353289613057,0.622656757490753,0.6172319473798595,0.32663334488375556
1658412756.7397933,0.5383083981720971,0.06156314969280816,0.5265641431075326,0.3530664153794981,0.6226392882553246,0.6172150437177969,0.32666498566637414
1658412756.7492049,0.5383105046298786,0.06156405004000396,0.5265752177874514,0.35305538322924146,0.6226378644028072,0.6172164663131399,0.326676935054628
1658412756.7592862,0.5383065680954142,0.06156662864344496,0.5265788191199443,0.35303641805199343,0.6226464905866775,0.6172194974757504,0.3266752626460941
1658412756.7702515,0.5383115869844863,0.06154879447826425,0.5265859149030669,0.3530591207675439,0.6226366125930143,0.6172113741809968,0.3266849024414063
1658412756.7789097,0.5383123380275856,0.06156815206186367,0.526590956380671,0.35305430135955895,0.6226427376080117,0.617213516824511,0.3266743887185428
1658412756.790319,0.5383314676344424,0.061543477082519955,0.5265833989942742,0.353082327799666,0.6226311232523714,0.6172108537696467,0.32667126617136577
1658412756.7989583,0.5383121062276902,0.0615751337469003,0.5266097892862851,0.35303861503894923,0.6226421473638285,0.6172095330528597,0.32669999223479
1658412756.8106961,0.5383142618418435,0.06154181238594974,0.5266204563689044,0.35304493985553687,0.6226366195073731,0.6172019673819007,0.3267179853493562
1658412756.818749,0.5383232228381474,0.061552995149152294,0.5266135097218888,0.3530533670614817,0.6226386893411308,0.6172138421129753,0.3266824997551118
